vendorid,lpep_pickup_datetime,lpep_dropoff_datetime,ratecodeid,pulocationid,dolocationid,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge
2,2020-01-01T00:29:15.000,2020-01-01T23:59:23.000,1,181,68,1,5.66,22.5,0.5,0.5,0.0,0.0,0.3,26.55,1,1,2.75
1,2020-01-01T00:11:55.000,2020-01-01T00:20:43.000,1,61,61,1,1.3,7.5,0.5,0.5,0.0,0.0,0.3,8.8,2,1,0.0
1,2020-01-01T00:38:52.000,2020-01-01T00:52:52.000,1,65,181,1,2.3,11.5,0.5,0.5,3.8,0.0,0.3,16.6,1,1,0.0
1,2020-01-01T00:57:51.000,2020-01-01T01:10:27.000,1,181,89,1,2.6,11.0,0.5,0.5,3.05,0.0,0.3,15.35,1,1,0.0
2,2020-01-01T00:27:00.000,2020-01-01T00:31:07.000,1,75,75,1,0.33,4.5,0.5,0.5,1.16,0.0,0.3,6.96,1,1,0.0
2,2020-01-01T00:35:29.000,2020-01-01T00:49:45.000,1,75,166,4,2.19,11.5,0.5,0.5,0.0,0.0,0.3,12.8,2,1,0.0
1,2020-01-01T00:24:43.000,2020-01-01T00:53:11.000,1,213,218,1,0.0,39.2,0.0,0.5,0.0,6.12,0.3,46.12,1,1,0.0
2,2020-01-01T00:38:16.000,2020-01-01T00:46:26.000,1,7,145,2,1.12,7.5,0.5,0.5,1.76,0.0,0.3,10.56,1,1,0.0
2,2020-01-01T00:48:48.000,2020-01-01T01:02:29.000,1,145,179,2,2.01,11.0,0.5,0.5,3.69,0.0,0.3,15.99,1,1,0.0
2,2020-01-01T00:02:32.000,2020-01-01T00:27:58.000,1,255,95,1,8.0,25.5,0.5,0.5,3.0,0.0,0.3,29.8,1,1,0.0
2,2020-01-01T00:49:08.000,2020-01-01T00:54:31.000,1,255,80,1,0.98,5.5,0.5,0.5,0.0,0.0,0.3,6.8,2,1,0.0
2,2020-01-01T00:56:08.000,2020-01-01T01:06:33.000,1,80,80,1,1.36,8.5,0.5,0.5,0.0,0.0,0.3,9.8,2,1,0.0
2,2020-01-01T01:02:22.000,2020-01-01T01:20:18.000,1,41,263,1,3.37,14.0,0.5,0.5,2.5,0.0,0.3,20.55,1,1,2.75
1,2020-01-01T00:15:18.000,2020-01-01T00:48:15.000,1,256,208,1,17.8,49.0,0.5,0.5,0.0,6.12,0.3,56.42,2,1,0.0
2,2020-01-01T00:09:17.000,2020-01-01T00:16:18.000,1,196,95,1,0.98,5.5,0.5,0.5,0.0,0.0,0.3,6.8,1,1,0.0
2,2020-01-01T00:19:51.000,2020-01-01T00:23:09.000,1,95,95,1,0.64,4.5,0.5,0.5,0.0,0.0,0.3,5.8,2,1,0.0
2,2020-01-01T00:37:36.000,2020-01-01T00:56:59.000,1,196,202,1,7.69,23.0,0.5,0.5,4.86,0.0,0.3,31.11,1,1,0.0
2,2020-01-01T00:11:58.000,2020-01-01T00:35:33.000,1,97,177,1,4.16,18.0,0.5,0.5,5.79,0.0,0.3,25.09,1,1,0.0
2,2020-01-01T00:13:27.000,2020-01-01T00:30:07.000,1,188,25,1,2.93,13.0,0.5,0.5,3.58,0.0,0.3,19.83,1,1,0.0
2,2020-01-01T00:39:42.000,2020-01-01T00:55:09.000,1,181,89,1,3.21,13.0,0.5,0.5,4.29,0.0,0.3,20.54,1,1,0.0
2,2020-01-01T00:33:18.000,2020-01-01T00:51:53.000,1,74,243,6,4.26,16.5,0.5,0.5,0.0,0.0,0.3,17.8,2,1,0.0
2,2020-01-01T01:01:58.000,2020-01-01T01:07:57.000,1,244,244,6,1.03,6.0,0.5,0.5,1.46,0.0,0.3,8.76,1,1,0.0
2,2020-01-01T00:35:10.000,2020-01-01T01:03:22.000,1,65,140,1,8.38,28.0,0.5,0.5,6.41,0.0,0.3,38.46,1,1,2.75
2,2020-01-01T00:37:10.000,2020-01-01T00:59:48.000,1,260,74,1,6.79,22.0,0.5,0.5,0.0,0.0,0.3,26.05,1,1,2.75
2,2020-01-01T00:38:47.000,2020-01-01T00:43:08.000,1,134,134,1,0.91,5.0,0.5,0.5,1.2,0.0,0.3,7.5,1,1,0.0
2,2020-01-01T00:23:58.000,2020-01-01T00:37:16.000,1,181,209,1,2.86,12.0,0.5,0.5,3.21,0.0,0.3,19.26,1,1,2.75
2,2020-01-01T00:57:36.000,2020-01-01T01:13:50.000,1,33,125,1,3.76,14.5,0.5,0.5,2.0,0.0,0.3,20.55,1,1,2.75
2,2020-01-01T00:10:33.000,2020-01-01T21:46:10.000,1,112,226,2,2.87,12.0,0.5,0.5,0.0,0.0,0.3,13.3,1,1,0.0
2,2020-01-01T00:56:37.000,2020-01-01T01:07:58.000,1,82,138,1,3.84,12.5,0.5,0.5,2.76,0.0,0.3,16.56,1,1,0.0
2,2020-01-01T00:34:17.000,2020-01-01T00:55:15.000,1,112,43,1,5.74,20.0,0.5,0.5,4.81,0.0,0.3,28.86,1,1,2.75
2,2020-01-01T00:03:28.000,2020-01-01T00:12:40.000,1,82,157,1,1.81,8.5,0.5,0.5,1.96,0.0,0.3,11.76,1,1,0.0
2,2020-01-01T00:12:15.000,2020-01-01T00:19:16.000,1,41,75,1,1.62,7.5,0.5,0.5,0.0,0.0,0.3,8.8,2,1,0.0
2,2020-01-01T00:25:06.000,2020-01-01T00:36:33.000,1,74,24,1,1.66,9.5,0.5,0.5,0.0,0.0,0.3,10.8,2,1,0.0
2,2020-01-01T00:53:12.000,2020-01-01T01:05:39.000,1,42,263,1,3.58,13.5,0.5,0.5,5.26,0.0,0.3,22.81,1,1,2.75
2,2020-01-01T00:23:25.000,2020-01-01T00:29:53.000,1,112,255,1,1.36,6.5,0.5,0.5,1.56,0.0,0.3,9.36,1,1,0.0
2,2020-01-01T00:25:44.000,2020-01-01T00:40:38.000,1,189,256,1,3.27,13.0,0.5,0.5,0.0,0.0,0.3,14.3,2,1,0.0
2,2020-01-01T00:44:32.000,2020-01-01T00:56:49.000,1,256,225,1,1.91,9.5,0.5,0.5,0.0,0.0,0.3,10.8,2,1,0.0
2,2020-01-01T00:04:37.000,2020-01-01T00:15:36.000,1,130,218,1,2.82,11.0,0.5,0.5,0.0,0.0,0.3,12.3,1,1,0.0
2,2020-01-01T00:17:12.000,2020-01-01T00:28:09.000,1,41,151,1,2.22,10.0,0.5,0.5,3.39,0.0,0.3,14.69,1,1,0.0
2,2020-01-01T00:14:38.000,2020-01-01T00:20:35.000,1,74,166,1,1.04,6.0,0.5,0.5,0.0,0.0,0.3,7.3,2,1,0.0
2,2020-01-01T00:25:21.000,2020-01-01T00:30:32.000,1,166,74,1,1.12,6.0,0.5,0.5,1.0,0.0,0.3,8.3,1,1,0.0
2,2020-01-01T00:36:07.000,2020-01-01T00:49:50.000,1,74,244,1,2.77,11.5,0.5,0.5,0.0,0.0,0.3,12.8,1,1,0.0
2,2020-01-01T00:53:38.000,2020-01-01T01:21:08.000,1,244,185,1,8.69,28.0,0.5,0.5,0.0,0.0,0.3,29.3,2,1,0.0
2,2020-01-01T00:42:13.000,2020-01-01T00:57:42.000,1,228,62,1,3.29,13.5,0.5,0.5,10.0,0.0,0.3,24.8,1,1,0.0
2,2020-01-01T00:39:27.000,2020-01-01T00:43:58.000,1,82,82,1,0.55,5.0,0.5,0.5,0.0,0.0,0.3,6.3,2,1,0.0
2,2020-01-01T00:50:01.000,2020-01-01T00:58:59.000,1,82,70,1,2.84,11.0,0.5,0.5,0.0,0.0,0.3,12.3,2,1,0.0
2,2020-01-01T00:57:19.000,2020-01-01T01:05:41.000,1,130,10,1,1.12,7.0,0.5,0.5,0.0,0.0,0.3,8.3,1,1,0.0
2,2020-01-01T00:17:21.000,2020-01-01T00:24:18.000,1,260,260,1,1.04,6.0,0.5,0.5,0.0,0.0,0.3,7.3,2,1,0.0
2,2020-01-01T00:40:34.000,2020-01-01T00:45:29.000,1,41,152,1,0.98,5.5,0.5,0.5,1.36,0.0,0.3,8.16,1,1,0.0
2,2020-01-01T00:46:22.000,2020-01-01T00:52:28.000,1,152,41,1,1.2,6.5,0.5,0.5,1.56,0.0,0.3,9.36,1,1,0.0
2,2020-01-01T00:54:44.000,2020-01-01T01:06:04.000,1,41,244,1,2.74,10.5,0.5,0.5,0.0,0.0,0.3,11.8,2,1,0.0
1,2020-01-01T00:11:55.000,2020-01-01T00:20:09.000,1,41,151,1,1.2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,2,1,0.0
1,2020-01-01T00:36:29.000,2020-01-01T00:55:50.000,1,75,213,1,0.0,22.2,0.0,0.5,0.0,0.0,0.3,23.0,1,1,0.0
2,2020-01-01T00:23:46.000,2020-01-01T00:33:15.000,1,181,49,1,1.4,8.0,0.5,0.5,1.86,0.0,0.3,11.16,1,1,0.0
2,2020-01-01T00:35:48.000,2020-01-01T00:46:17.000,1,97,33,1,1.37,8.5,0.5,0.5,0.0,0.0,0.3,9.8,2,1,0.0
2,2020-01-01T00:57:04.000,2020-01-01T01:06:50.000,1,65,17,1,2.11,9.0,0.5,0.5,0.0,0.0,0.3,10.3,2,1,0.0
2,2020-01-01T00:17:14.000,2020-01-01T00:26:05.000,1,25,49,1,1.8,8.5,0.5,0.5,2.0,0.0,0.3,11.8,1,1,0.0
2,2020-01-01T00:43:08.000,2020-01-01T01:01:42.000,1,25,79,1,3.72,15.0,0.5,0.5,0.0,0.0,0.3,19.05,2,1,2.75
2,2020-01-01T00:18:26.000,2020-01-01T00:23:47.000,1,40,195,1,1.48,6.5,0.5,0.5,1.56,0.0,0.3,9.36,1,1,0.0
2,2020-01-01T00:30:40.000,2020-01-01T00:37:16.000,1,40,25,1,1.08,6.5,0.5,0.5,1.56,0.0,0.3,9.36,1,1,0.0
2,2020-01-01T00:42:46.000,2020-01-01T01:01:25.000,1,52,189,1,2.4,14.0,0.5,0.5,4.59,0.0,0.3,19.89,1,1,0.0
2,2020-01-01T00:44:32.000,2020-01-01T01:12:12.000,5,7,10,1,12.49,40.0,0.0,0.0,0.0,0.0,0.3,40.3,2,2,0.0
2,2020-01-01T00:11:39.000,2020-01-01T00:15:51.000,1,83,82,2,0.5,4.5,0.5,0.5,0.0,0.0,0.3,5.8,2,1,0.0
2,2020-01-01T00:16:23.000,2020-01-01T00:27:09.000,1,82,95,2,2.15,10.0,0.5,0.5,0.0,0.0,0.3,11.3,2,1,0.0
2,2020-01-01T00:51:54.000,2020-01-01T01:01:42.000,1,129,7,1,1.78,9.5,0.5,0.5,0.0,0.0,0.3,10.8,2,1,0.0
2,2020-01-01T00:26:19.000,2020-01-01T00:42:33.000,1,181,61,1,3.09,13.0,0.5,0.5,0.0,0.0,0.3,14.3,2,1,0.0
1,2020-01-01T00:25:52.000,2020-01-01T00:57:28.000,1,198,91,1,0.0,32.2,0.0,0.5,0.0,0.0,0.3,33.0,1,1,0.0
2,2020-01-01T00:26:15.000,2020-01-01T00:39:46.000,1,116,119,1,2.16,11.0,0.5,0.5,0.0,0.0,0.3,12.3,2,1,0.0
2,2020-01-01T00:08:17.000,2020-01-01T00:13:52.000,1,83,83,1,0.87,5.5,0.5,0.5,0.0,0.0,0.3,6.8,2,1,0.0
2,2020-01-01T00:35:03.000,2020-01-01T01:21:02.000,1,32,90,2,15.93,50.5,0.5,0.5,0.0,0.0,0.3,51.8,1,1,0.0
2,2020-01-01T00:54:08.000,2020-01-01T00:55:33.000,1,75,75,1,0.34,3.5,0.5,0.5,0.0,0.0,0.3,4.8,2,1,0.0
2,2020-01-01T00:58:46.000,2020-01-01T01:06:59.000,1,41,166,1,1.59,7.5,0.5,0.5,2.0,0.0,0.3,10.8,1,1,0.0
2,2020-01-01T00:23:06.000,2020-01-01T00:29:58.000,1,41,42,1,0.86,6.0,0.5,0.5,1.46,0.0,0.3,8.76,1,1,0.0
2,2020-01-01T00:35:47.000,2020-01-01T00:46:09.000,1,42,74,1,1.66,8.5,0.5,0.5,0.0,0.0,0.3,9.8,2,1,0.0
2,2020-01-01T00:57:04.000,2020-01-01T01:05:48.000,1,41,166,1,1.06,7.0,0.5,0.5,1.66,0.0,0.3,9.96,1,1,0.0
2,2020-01-01T00:19:13.000,2020-01-01T00:25:04.000,1,97,97,1,0.98,6.0,0.5,0.5,0.0,0.0,0.3,7.3,2,1,0.0
2,2020-01-01T00:29:19.000,2020-01-01T00:44:50.000,1,97,125,1,3.64,14.5,0.5,0.5,4.64,0.0,0.3,23.19,1,1,2.75
2,2020-01-01T00:45:18.000,2020-01-01T01:01:38.000,1,179,130,1,8.93,26.0,0.5,0.5,5.46,0.0,0.3,32.76,1,1,0.0
2,2020-01-01T00:21:40.000,2020-01-01T00:23:55.000,1,41,74,5,0.41,3.5,0.5,0.5,1.2,0.0,0.3,6.0,1,1,0.0
2,2020-01-01T00:41:37.000,2020-01-01T00:47:39.000,1,74,43,5,0.95,6.0,0.5,0.5,0.0,0.0,0.3,7.3,2,1,0.0
2,2020-01-01T00:15:23.000,2020-01-01T00:21:33.000,1,41,42,1,1.05,6.5,0.5,0.5,0.0,0.0,0.3,7.8,2,1,0.0
2,2020-01-01T00:36:42.000,2020-01-01T00:36:47.000,1,41,41,1,0.01,2.5,0.5,0.5,0.0,0.0,0.3,3.8,2,1,0.0
2,2020-01-01T00:43:33.000,2020-01-01T00:51:44.000,1,41,42,1,1.24,7.5,0.5,0.5,0.0,0.0,0.3,8.8,2,1,0.0
2,2020-01-01T00:19:52.000,2020-01-01T00:27:29.000,1,112,255,1,1.56,7.5,0.5,0.5,1.76,0.0,0.3,10.56,1,1,0.0
2,2020-01-01T00:28:51.000,2020-01-01T00:50:33.000,1,255,223,1,5.12,19.0,0.5,0.5,6.09,0.0,0.3,26.39,1,1,0.0
2,2020-01-01T00:10:36.000,2020-01-01T00:18:38.000,1,95,28,2,1.89,8.5,0.5,0.5,0.0,0.0,0.3,9.8,2,1,0.0
2,2020-01-01T00:28:06.000,2020-01-01T00:32:14.000,1,95,95,2,0.61,5.0,0.5,0.5,1.58,0.0,0.3,7.88,1,1,0.0
2,2020-01-01T00:42:42.000,2020-01-01T00:56:14.000,1,95,10,2,3.93,14.5,0.5,0.5,0.0,0.0,0.3,15.8,2,1,0.0
2,2020-01-01T00:10:02.000,2020-01-01T00:37:33.000,1,25,41,1,11.4,34.5,0.5,0.5,4.0,0.0,0.3,42.55,1,1,2.75
2,2020-01-01T00:48:51.000,2020-01-01T00:56:28.000,1,75,262,1,1.42,7.5,0.5,0.5,2.89,0.0,0.3,14.44,1,1,2.75
2,2020-01-01T00:14:08.000,2020-01-01T00:28:04.000,1,40,17,1,4.83,16.0,0.5,0.5,3.46,0.0,0.3,20.76,1,1,0.0
2,2020-01-01T00:37:38.000,2020-01-01T00:47:23.000,1,80,157,1,1.99,8.5,0.5,0.5,2.45,0.0,0.3,12.25,1,1,0.0
2,2020-01-01T00:48:34.000,2020-01-01T00:58:18.000,1,157,37,1,1.99,9.0,0.5,0.5,0.0,0.0,0.3,10.3,2,1,0.0
1,2020-01-01T00:51:59.000,2020-01-01T00:56:22.000,1,80,255,1,0.7,4.5,0.5,0.5,0.0,0.0,0.3,5.8,2,1,0.0
2,2020-01-01T00:13:31.000,2020-01-01T00:36:07.000,1,7,107,3,5.41,19.5,0.5,0.5,4.71,0.0,0.3,28.26,1,1,2.75
2,2020-01-01T00:41:58.000,2020-01-01T00:58:06.000,1,260,56,1,3.13,13.5,0.5,0.5,0.0,0.0,0.3,14.8,2,1,0.0
2,2020-01-01T00:52:07.000,2020-01-01T01:21:41.000,1,223,181,1,12.39,37.5,0.5,0.5,11.64,0.0,0.3,50.44,1,1,0.0
2,2020-01-01T00:03:58.000,2020-01-01T00:18:42.000,1,66,148,1,2.91,13.5,0.5,0.5,0.0,0.0,0.3,17.55,2,1,2.75
2,2020-01-01T00:47:27.000,2020-01-01T01:04:42.000,1,66,189,1,3.15,14.0,0.5,0.5,3.82,0.0,0.3,19.12,1,1,0.0
2,2020-01-01T00:23:45.000,2020-01-01T00:27:19.000,5,258,96,1,1.37,45.0,0.0,0.0,0.0,0.0,0.3,45.3,1,2,0.0
2,2020-01-01T00:10:52.000,2020-01-01T00:12:41.000,1,181,106,1,0.44,3.5,0.5,0.5,0.0,0.0,0.3,4.8,2,1,0.0
2,2020-01-01T00:24:00.000,2020-01-01T00:44:34.000,1,40,14,1,5.17,18.5,0.5,0.5,0.0,0.0,0.3,19.8,2,1,0.0
2,2020-01-01T00:10:09.000,2020-01-01T00:16:02.000,1,42,74,1,0.77,5.5,0.5,0.5,0.0,0.0,0.3,6.8,2,1,0.0
2,2020-01-01T00:24:08.000,2020-01-01T00:30:04.000,1,41,75,1,0.85,6.0,0.5,0.5,0.0,0.0,0.3,7.3,2,1,0.0
2,2020-01-01T00:37:40.000,2020-01-01T00:45:59.000,1,41,42,1,1.34,8.0,0.5,0.5,0.0,0.0,0.3,9.3,2,1,0.0
2,2020-01-01T00:59:13.000,2020-01-01T01:13:02.000,1,42,166,1,1.94,10.5,0.5,0.5,2.36,0.0,0.3,14.16,1,1,0.0
2,2020-01-01T00:39:02.000,2020-01-01T00:50:10.000,1,254,259,1,1.42,8.5,0.5,0.5,0.0,0.0,0.3,9.8,1,1,0.0
1,2020-01-01T00:50:36.000,2020-01-01T01:24:19.000,1,215,116,1,0.0,39.2,0.0,0.5,0.0,6.12,0.3,46.12,1,1,0.0
2,2020-01-01T00:50:42.000,2020-01-01T00:58:07.000,1,82,129,1,0.96,7.0,0.5,0.5,0.0,0.0,0.3,8.3,2,1,0.0
2,2020-01-01T00:02:49.000,2020-01-01T00:17:07.000,1,69,169,1,1.1,10.5,0.5,0.5,0.0,0.0,0.3,11.8,1,1,0.0
2,2020-01-01T00:04:15.000,2020-01-01T00:32:37.000,1,66,234,1,5.78,24.5,0.5,0.5,4.0,0.0,0.3,32.55,1,1,2.75
2,2020-01-01T00:58:01.000,2020-01-01T01:16:40.000,1,66,107,1,5.22,18.5,0.5,0.5,4.51,0.0,0.3,27.06,1,1,2.75
2,2020-01-01T00:54:44.000,2020-01-01T01:23:16.000,1,36,181,1,5.89,22.5,0.5,0.5,4.76,0.0,0.3,30.51,1,1,0.0
2,2020-01-01T00:34:51.000,2020-01-01T00:55:22.000,1,42,51,1,10.14,29.5,0.5,0.5,0.0,0.0,0.3,30.8,1,1,0.0
2,2020-01-01T00:40:37.000,2020-01-01T00:58:44.000,1,260,75,1,8.21,25.0,0.5,0.5,6.48,6.12,0.3,38.9,1,1,0.0
2,2020-01-01T00:41:47.000,2020-01-01T01:19:08.000,1,29,92,1,21.32,60.0,0.5,0.5,0.0,0.0,0.3,61.3,1,1,0.0
2,2020-01-01T00:38:39.000,2020-01-01T00:52:55.000,1,41,142,1,3.41,13.5,0.5,0.5,0.0,0.0,0.3,17.55,2,1,2.75
2,2020-01-01T00:09:18.000,2020-01-01T00:35:59.000,1,260,131,6,10.75,32.5,0.5,0.5,0.0,0.0,0.3,33.8,2,1,0.0
2,2020-01-01T00:00:07.000,2020-01-01T00:19:30.000,1,255,237,1,5.07,18.0,0.5,0.5,4.41,0.0,0.3,26.46,1,1,2.75
2,2020-01-01T00:45:11.000,2020-01-01T00:53:17.000,1,145,80,1,2.29,9.0,0.5,0.5,0.0,0.0,0.3,10.3,2,1,0.0
2,2020-01-01T00:57:03.000,2020-01-01T01:32:42.000,1,80,48,1,6.78,27.5,0.5,0.5,6.31,0.0,0.3,37.86,1,1,2.75
1,2020-01-01T00:15:15.000,2020-01-01T00:31:29.000,1,259,254,1,2.3,12.0,0.5,0.5,0.0,0.0,0.3,13.3,1,1,0.0
1,2020-01-01T00:36:17.000,2020-01-01T00:48:43.000,1,32,242,1,3.6,13.0,0.5,0.5,2.85,0.0,0.3,17.15,1,1,0.0
1,2020-01-01T00:16:15.000,2020-01-01T01:04:48.000,1,177,91,1,4.4,30.5,0.5,0.5,0.0,0.0,0.3,31.8,1,1,0.0
2,2020-01-01T00:19:06.000,2020-01-01T00:48:43.000,1,65,162,1,5.23,22.0,0.5,0.5,5.21,0.0,0.3,31.26,1,1,2.75
2,2020-01-01T00:18:43.000,2020-01-01T00:18:51.000,1,130,130,1,0.0,2.5,0.5,0.5,0.0,0.0,0.3,3.8,2,1,0.0
2,2020-01-01T00:42:16.000,2020-01-01T01:08:27.000,1,65,17,1,3.41,18.5,0.5,0.5,0.0,0.0,0.3,19.8,2,1,0.0
2,2020-01-01T00:28:37.000,2020-01-01T00:28:40.000,5,61,264,1,0.0,20.0,0.0,0.0,6.0,0.0,0.0,26.0,1,2,0.0
2,2020-01-01T00:35:35.000,2020-01-01T00:40:00.000,1,189,97,1,0.8,5.0,0.5,0.5,1.26,0.0,0.3,7.56,1,1,0.0
2,2020-01-01T00:20:08.000,2020-01-01T00:34:27.000,1,166,243,1,3.85,14.5,0.5,0.5,3.16,0.0,0.3,18.96,1,1,0.0
2,2020-01-01T00:36:36.000,2020-01-01T00:52:54.000,1,243,166,1,4.08,15.5,0.5,0.5,0.0,0.0,0.3,16.8,2,1,0.0
2,2020-01-01T00:33:46.000,2020-01-01T00:40:25.000,1,75,74,1,1.2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,2,1,0.0
2,2020-01-01T00:57:26.000,2020-01-01T01:15:26.000,1,74,238,1,3.03,14.0,0.5,0.5,3.61,0.0,0.3,23.61,1,1,2.75
2,2020-01-01T00:50:00.000,2020-01-01T00:50:04.000,5,97,97,1,0.05,30.0,0.0,0.0,6.06,0.0,0.3,36.36,1,2,0.0
2,2020-01-01T00:57:25.000,2020-01-01T01:10:23.000,1,260,173,2,2.0,10.0,0.5,0.5,0.0,0.0,0.3,11.3,2,1,0.0
2,2020-01-01T01:06:18.000,2020-01-01T01:06:20.000,5,264,264,1,0.0,45.0,0.0,0.0,9.06,0.0,0.3,54.36,1,2,0.0
2,2020-01-01T00:00:44.000,2020-01-01T00:07:06.000,1,129,70,1,2.71,9.5,0.5,0.5,0.0,0.0,0.3,10.8,2,1,0.0
2,2020-01-01T00:40:53.000,2020-01-01T00:49:01.000,1,82,129,1,1.26,7.5,0.5,0.5,0.0,0.0,0.3,8.8,2,1,0.0
2,2020-01-01T00:03:58.000,2020-01-01T00:10:59.000,1,256,255,1,1.24,6.5,0.5,0.5,1.95,0.0,0.3,9.75,1,1,0.0
2,2020-01-01T00:12:03.000,2020-01-01T00:36:26.000,1,255,87,1,5.67,21.5,0.5,0.5,0.0,0.0,0.3,25.55,1,1,2.75
2,2020-01-01T00:46:15.000,2020-01-01T01:04:41.000,1,66,79,1,5.16,17.0,0.5,0.5,0.0,0.0,0.3,21.05,2,1,2.75
1,2020-01-01T00:39:23.000,2020-01-01T00:47:18.000,1,25,61,2,1.5,7.5,0.5,0.5,0.0,0.0,0.3,8.8,2,1,0.0
1,2020-01-01T00:54:44.000,2020-01-01T01:05:21.000,1,189,61,1,1.9,9.0,0.5,0.5,2.55,0.0,0.3,12.85,1,1,0.0
2,2020-01-01T00:17:36.000,2020-01-01T00:18:02.000,5,129,129,1,0.31,10.0,0.0,0.0,3.09,0.0,0.3,13.39,1,2,0.0
2,2020-01-01T00:28:51.000,2020-01-01T00:36:14.000,1,74,168,5,1.85,8.0,0.5,0.5,0.0,0.0,0.3,9.3,2,1,0.0
2,2020-01-01T00:54:05.000,2020-01-01T00:54:07.000,5,264,264,1,0.0,55.0,0.0,0.0,11.0,0.0,0.0,66.0,1,2,0.0
2,2020-01-01T00:09:07.000,2020-01-01T00:35:04.000,1,97,246,1,6.0,23.0,0.5,0.5,8.12,0.0,0.3,35.17,1,1,2.75
2,2020-01-01T00:23:37.000,2020-01-01T00:39:06.000,1,130,226,1,9.47,27.0,0.5,0.5,7.08,0.0,0.3,35.38,1,1,0.0
2,2020-01-01T00:24:36.000,2020-01-01T00:39:53.000,1,95,216,1,3.36,13.0,0.5,0.5,2.86,0.0,0.3,17.16,1,1,0.0
1,2020-01-01T00:07:52.000,2020-01-01T00:20:52.000,1,25,257,1,6.1,19.0,0.5,0.5,4.05,0.0,0.3,24.35,1,1,0.0
1,2020-01-01T00:38:59.000,2020-01-01T01:08:57.000,1,181,158,2,4.5,21.5,3.25,0.5,0.0,0.0,0.3,25.55,2,1,2.75
1,2020-01-01T00:01:11.000,2020-01-01T00:13:32.000,1,74,238,1,2.5,11.0,3.25,0.5,3.0,0.0,0.3,18.05,1,1,2.75
1,2020-01-01T00:43:54.000,2020-01-01T01:06:41.000,1,61,40,1,4.1,18.5,0.5,0.5,3.95,0.0,0.3,23.75,1,1,0.0
2,2020-01-01T00:15:16.000,2020-01-01T00:18:52.000,1,181,181,1,0.71,4.5,0.5,0.5,1.74,0.0,0.3,7.54,1,1,0.0
2,2020-01-01T00:23:10.000,2020-01-01T00:31:54.000,1,106,25,1,1.21,7.5,0.5,0.5,1.76,0.0,0.3,10.56,1,1,0.0
2,2020-01-01T00:35:55.000,2020-01-01T00:46:57.000,1,65,189,1,2.11,9.5,0.5,0.5,2.7,0.0,0.3,13.5,1,1,0.0
2,2020-01-01T00:59:35.000,2020-01-01T01:05:42.000,1,56,129,1,1.25,6.0,0.5,0.5,0.0,0.0,0.3,7.3,1,1,0.0
1,2020-01-01T00:46:19.000,2020-01-01T00:50:40.000,1,82,260,2,1.0,5.5,0.5,0.5,0.0,0.0,0.3,6.8,2,1,0.0
2,2020-01-01T00:46:13.000,2020-01-01T00:57:24.000,1,226,229,1,2.81,11.5,0.5,0.5,3.0,0.0,0.3,18.55,1,1,2.75
2,2020-01-01T00:49:07.000,2020-01-01T00:57:24.000,1,95,95,1,1.51,8.0,0.5,0.5,0.0,0.0,0.3,9.3,2,1,0.0
2,2020-01-01T00:21:25.000,2020-01-01T00:25:58.000,1,41,41,1,0.54,5.0,0.5,0.5,1.26,0.0,0.3,7.56,1,1,0.0
2,2020-01-01T00:30:31.000,2020-01-01T00:32:52.000,1,41,42,1,0.34,3.5,0.5,0.5,0.0,0.0,0.3,4.8,2,1,0.0
2,2020-01-01T00:34:23.000,2020-01-01T00:44:28.000,1,42,244,1,2.35,10.0,0.5,0.5,0.0,0.0,0.3,11.3,2,1,0.0
2,2020-01-01T00:49:59.000,2020-01-01T01:02:14.000,1,244,212,1,5.96,18.5,0.5,0.5,0.0,0.0,0.3,19.8,2,1,0.0
2,2020-01-01T00:08:37.000,2020-01-01T00:12:46.000,1,7,7,1,0.64,5.0,0.5,0.5,0.0,0.0,0.3,6.3,2,1,0.0
2,2020-01-01T00:19:47.000,2020-01-01T00:38:32.000,1,7,75,1,5.13,18.0,0.5,0.5,0.0,0.0,0.3,22.05,1,1,2.75
2,2020-01-01T00:42:08.000,2020-01-01T01:02:16.000,1,7,87,1,9.03,26.5,0.5,0.5,6.11,0.0,0.3,36.66,1,1,2.75
2,2020-01-01T00:44:59.000,2020-01-01T01:24:30.000,5,97,265,2,9.11,125.5,0.0,0.0,15.0,27.12,0.3,170.67,1,2,2.75
2,2020-01-01T00:18:09.000,2020-01-01T00:28:43.000,1,181,89,1,1.69,9.0,0.5,0.5,0.0,0.0,0.3,10.3,2,1,0.0
2,2020-01-01T00:40:09.000,2020-01-01T00:52:32.000,1,181,61,1,2.18,10.0,0.5,0.5,0.0,0.0,0.3,11.3,2,1,0.0
2,2020-01-01T00:37:25.000,2020-01-01T01:01:26.000,1,41,147,1,4.27,18.0,0.5,0.5,0.0,0.0,0.3,19.3,2,1,0.0
1,2020-01-01T00:38:07.000,2020-01-01T00:48:44.000,1,264,95,1,3.0,12.0,0.5,0.5,0.0,0.0,0.3,13.3,1,1,0.0
2,2020-01-01T00:35:52.000,2020-01-01T00:37:32.000,1,260,260,1,0.53,3.5,0.5,0.5,0.0,0.0,0.3,4.8,2,1,0.0
