vendorid,lpep_pickup_datetime,lpep_dropoff_datetime,ratecodeid,pulocationid,dolocationid,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge
2,2019-12-18T15:52:30.000,2019-12-18T15:54:39.000,1,264,264,5,0.0,3.5,0.5,0.5,0.01,0.0,0.3,4.81,1,1,0.0
2,2020-01-01T00:45:58.000,2020-01-01T00:56:39.000,5,66,65,2,1.28,20.0,0.0,0.0,4.06,0.0,0.3,24.36,1,2,0.0
2,2020-01-01T00:41:38.000,2020-01-01T00:52:49.000,1,181,228,1,2.47,10.5,0.5,0.5,3.54,0.0,0.3,15.34,1,1,0.0
1,2020-01-01T00:52:46.000,2020-01-01T01:14:21.000,1,129,263,2,6.3,21.0,3.25,0.5,0.0,0.0,0.3,25.05,2,1,2.75
1,2020-01-01T00:19:57.000,2020-01-01T00:30:56.000,1,210,150,1,2.3,10.0,0.5,0.5,0.0,0.0,0.3,11.3,1,1,0.0
1,2020-01-01T00:52:33.000,2020-01-01T01:09:54.000,1,35,39,1,3.0,13.5,0.5,0.5,0.0,0.0,0.3,14.8,1,1,0.0
2,2020-01-01T00:10:18.000,2020-01-01T00:22:16.000,1,25,61,1,2.77,11.0,0.5,0.5,0.0,0.0,0.3,12.3,2,1,0.0
2,2020-01-01T01:03:14.000,2020-01-01T01:29:45.000,1,225,89,1,4.98,20.5,0.5,0.5,0.0,0.0,0.3,21.8,2,1,0.0
2,2020-01-01T00:04:11.000,2020-01-01T00:09:48.000,1,129,129,1,0.71,5.5,0.5,0.5,0.0,0.0,0.3,6.8,2,1,0.0
2,2020-01-01T00:25:52.000,2020-01-01T00:32:16.000,1,129,83,1,0.8,5.5,0.5,0.5,0.0,0.0,0.3,6.8,2,1,0.0
2,2020-01-01T00:47:32.000,2020-01-01T00:59:25.000,1,82,173,1,1.52,9.5,0.5,0.5,0.0,0.0,0.3,10.8,2,1,0.0
1,2020-01-01T00:26:40.000,2020-01-01T00:40:42.000,1,74,69,1,3.8,14.0,0.5,0.5,0.0,0.0,0.3,15.3,2,1,0.0
2,2020-01-01T00:38:47.000,2020-01-01T00:46:02.000,1,74,41,1,1.12,6.5,0.5,0.5,0.0,0.0,0.3,7.8,1,1,0.0
2,2020-01-01T00:52:18.000,2020-01-01T01:09:58.000,1,41,127,1,5.67,19.0,0.5,0.5,0.0,0.0,0.3,20.3,2,1,0.0
2,2020-01-01T00:16:01.000,2020-01-01T00:26:40.000,1,7,260,1,1.86,9.5,0.5,0.5,0.0,0.0,0.3,10.8,2,1,0.0
2,2020-01-01T00:21:15.000,2020-01-01T00:28:03.000,1,7,7,1,1.42,7.0,0.5,0.5,0.0,0.0,0.3,8.3,2,1,0.0
2,2020-01-01T00:35:42.000,2020-01-01T01:02:00.000,1,7,133,1,15.48,43.0,0.5,0.5,8.86,0.0,0.3,53.16,1,1,0.0
2,2020-01-01T00:39:51.000,2020-01-01T00:42:54.000,1,134,28,1,1.15,5.5,0.5,0.5,1.0,0.0,0.3,7.8,1,1,0.0
1,2020-01-01T00:00:21.000,2020-01-01T00:10:19.000,1,89,39,1,2.3,10.0,0.5,0.5,0.0,0.0,0.3,11.3,2,1,0.0
1,2020-01-01T00:13:59.000,2020-01-01T00:21:31.000,1,66,65,3,1.0,6.5,0.5,0.5,0.0,0.0,0.3,7.8,2,1,0.0
1,2020-01-01T00:05:13.000,2020-01-01T00:06:49.000,1,116,244,1,0.4,3.5,0.5,0.5,0.0,0.0,0.3,4.8,4,1,0.0
1,2020-01-01T00:41:50.000,2020-01-01T01:00:20.000,1,167,41,1,3.4,14.5,0.5,0.5,0.0,0.0,0.3,15.8,4,1,0.0
2,2020-01-01T00:14:07.000,2020-01-01T00:24:32.000,1,82,92,2,2.55,10.0,0.5,0.5,0.0,0.0,0.3,11.3,2,1,0.0
2,2020-01-01T00:43:33.000,2020-01-01T00:44:02.000,5,264,264,1,0.28,5.55,0.0,0.0,10.0,0.0,0.0,15.55,1,2,0.0
2,2020-01-01T00:35:29.000,2020-01-01T00:38:00.000,1,223,223,1,0.29,3.5,0.5,0.5,0.96,0.0,0.3,5.76,1,1,0.0
2,2020-01-01T00:13:38.000,2020-01-01T00:23:22.000,1,42,151,1,2.02,9.5,0.5,0.5,0.0,0.0,0.3,10.8,2,1,0.0
2,2020-01-01T00:26:48.000,2020-01-01T00:36:57.000,1,166,74,1,1.62,9.0,0.5,0.5,0.0,0.0,0.3,10.3,2,1,0.0
2,2020-01-01T00:46:58.000,2020-01-01T00:58:53.000,1,41,42,1,1.95,9.5,0.5,0.5,0.0,0.0,0.3,10.8,1,1,0.0
2,2020-01-01T00:48:49.000,2020-01-01T01:01:52.000,1,134,129,2,7.53,22.0,0.5,0.5,0.0,0.0,0.3,23.3,2,1,0.0
2,2020-01-01T00:32:00.000,2020-01-01T00:49:06.000,1,181,256,1,3.48,14.0,0.5,0.5,3.06,0.0,0.3,18.36,1,1,0.0
2,2020-01-01T00:49:54.000,2020-01-01T01:03:35.000,1,256,260,1,5.85,18.0,0.5,0.5,4.82,0.0,0.3,24.12,1,1,0.0
2,2020-01-01T00:10:05.000,2020-01-01T00:13:54.000,1,243,243,1,0.75,4.5,0.5,0.5,0.0,0.0,0.3,5.8,2,1,0.0
1,2020-01-01T00:19:52.000,2020-01-01T00:23:32.000,1,42,42,1,0.4,4.0,0.5,0.5,0.0,0.0,0.3,5.3,2,1,0.0
2,2020-01-01T00:04:20.000,2020-01-01T00:10:51.000,1,82,56,1,1.58,7.0,0.5,0.5,0.0,0.0,0.3,8.3,2,1,0.0
2,2020-01-01T00:31:21.000,2020-01-01T00:37:57.000,1,82,129,3,1.2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,2,1,0.0
2,2020-01-01T00:39:35.000,2020-01-01T00:56:22.000,1,7,263,1,4.47,15.5,0.5,0.5,2.93,0.0,0.3,22.48,1,1,2.75
1,2020-01-01T00:20:15.000,2020-01-01T00:32:41.000,1,181,80,1,4.3,14.5,0.5,0.5,2.5,0.0,0.3,18.3,1,1,0.0
1,2020-01-01T00:47:38.000,2020-01-01T01:12:17.000,1,65,237,2,8.1,25.0,3.25,0.5,0.0,0.0,0.3,29.05,2,1,2.75
2,2020-01-01T00:05:55.000,2020-01-01T00:12:05.000,1,223,7,1,1.13,6.5,0.5,0.5,0.0,0.0,0.3,7.8,2,1,0.0
1,2020-01-01T00:06:13.000,2020-01-01T00:13:12.000,1,166,152,3,1.3,7.0,0.5,0.5,0.0,0.0,0.3,8.3,2,1,0.0
1,2020-01-01T00:21:57.000,2020-01-01T00:31:48.000,1,166,239,2,1.7,9.0,3.25,0.5,3.25,0.0,0.3,16.3,1,1,2.75
1,2020-01-01T00:48:03.000,2020-01-01T01:03:28.000,1,166,236,2,2.8,13.0,3.25,0.5,3.0,0.0,0.3,20.05,1,1,2.75
2,2020-01-01T00:08:42.000,2020-01-01T00:13:22.000,1,41,43,1,0.54,4.5,0.5,0.5,0.0,0.0,0.3,5.8,2,1,0.0
2,2020-01-01T00:14:14.000,2020-01-01T00:31:15.000,1,43,162,1,3.63,14.5,0.5,0.5,3.71,0.0,0.3,22.26,1,1,2.75
2,2020-01-01T00:58:57.000,2020-01-01T01:07:46.000,1,75,238,1,1.77,8.5,0.5,0.5,1.96,0.0,0.3,11.76,1,1,0.0
2,2020-01-01T00:56:51.000,2020-01-01T01:16:59.000,5,33,164,5,6.0,75.0,0.0,0.0,0.05,0.0,0.3,78.1,1,2,2.75
2,2020-01-01T00:31:26.000,2020-01-01T00:41:09.000,1,52,228,1,2.56,10.0,0.5,0.5,2.82,0.0,0.3,14.12,1,1,0.0
2,2020-01-01T00:48:55.000,2020-01-01T01:02:08.000,1,181,89,1,2.61,12.0,0.5,0.5,3.32,0.0,0.3,16.62,1,1,0.0
2,2020-01-01T00:48:00.000,2020-01-01T01:06:30.000,1,256,146,1,3.62,15.5,0.5,0.5,3.36,0.0,0.3,20.16,1,1,0.0
1,2020-01-01T00:25:52.000,2020-01-01T00:31:45.000,1,41,238,1,1.6,7.0,3.25,0.5,0.0,0.0,0.3,11.05,2,1,2.75
2,2020-01-01T00:13:07.000,2020-01-01T00:18:36.000,1,41,42,1,0.84,5.0,0.5,0.5,0.0,0.0,0.3,6.3,2,1,0.0
2,2020-01-01T00:24:57.000,2020-01-01T00:30:15.000,1,42,42,1,0.75,5.5,0.5,0.5,0.0,0.0,0.3,6.8,2,1,0.0
2,2020-01-01T00:42:03.000,2020-01-01T01:18:12.000,1,41,25,1,11.41,37.0,0.5,0.5,5.0,0.0,0.3,46.05,1,1,2.75
2,2020-01-01T00:43:11.000,2020-01-01T00:59:31.000,1,116,42,2,1.79,12.0,0.5,0.5,0.0,0.0,0.3,13.3,2,1,0.0
1,2020-01-01T00:52:35.000,2020-01-01T00:57:35.000,1,82,129,1,0.6,5.0,0.5,0.5,0.0,0.0,0.3,6.3,2,1,0.0
2,2020-01-01T00:58:09.000,2020-01-01T01:10:29.000,1,260,7,1,1.95,9.5,0.5,0.5,0.0,0.0,0.3,10.8,2,1,0.0
2,2020-01-01T00:49:57.000,2020-01-01T00:58:03.000,1,83,129,1,1.5,7.5,0.5,0.5,0.0,0.0,0.3,8.8,2,1,0.0
2,2020-01-01T00:32:57.000,2020-01-01T00:42:41.000,1,25,189,1,1.44,8.0,0.5,0.5,1.86,0.0,0.3,11.16,1,1,0.0
2,2020-01-01T00:45:21.000,2020-01-01T00:52:58.000,1,189,181,1,1.08,7.0,0.5,0.5,0.0,0.0,0.3,8.3,2,1,0.0
2,2020-01-01T00:57:22.000,2020-01-01T01:06:24.000,1,181,61,1,1.81,8.5,0.5,0.5,1.96,0.0,0.3,11.76,1,1,0.0
2,2020-01-01T00:23:26.000,2020-01-01T00:37:19.000,1,7,260,1,2.26,11.0,0.5,0.5,0.0,0.0,0.3,12.3,2,1,0.0
2,2020-01-01T00:51:19.000,2020-01-01T01:00:21.000,1,95,131,1,3.52,12.0,0.5,0.5,0.0,0.0,0.3,13.3,2,1,0.0
2,2020-01-01T00:11:39.000,2020-01-01T00:14:02.000,1,66,66,1,0.29,3.5,0.5,0.5,0.0,0.0,0.3,4.8,2,1,0.0
1,2020-01-01T00:38:12.000,2020-01-01T00:53:14.000,1,22,210,1,3.9,14.5,0.5,0.5,0.0,0.0,0.3,15.8,2,1,0.0
2,2020-01-01T00:16:47.000,2020-01-01T00:34:21.000,1,42,142,1,3.69,15.5,0.5,0.5,3.91,0.0,0.3,23.46,1,1,2.75
2,2020-01-01T00:49:10.000,2020-01-01T01:22:38.000,1,41,235,1,6.65,26.0,0.5,0.5,0.0,0.0,0.3,27.3,2,1,0.0
2,2020-01-01T00:19:51.000,2020-01-01T00:55:20.000,1,181,4,1,5.18,24.5,0.5,0.5,5.71,0.0,0.3,34.26,1,1,2.75
2,2020-01-01T00:32:46.000,2020-01-01T00:35:11.000,1,42,42,1,0.37,3.5,0.5,0.5,1.0,0.0,0.3,5.8,1,1,0.0
2,2020-01-01T00:02:29.000,2020-01-01T00:10:03.000,1,112,255,1,1.09,6.5,0.5,0.5,5.0,0.0,0.3,12.8,1,1,0.0
2,2020-01-01T00:26:31.000,2020-01-01T00:46:02.000,1,255,107,1,4.16,17.0,0.5,0.5,4.21,0.0,0.3,25.26,1,1,2.75
2,2020-01-01T00:21:08.000,2020-01-01T00:26:18.000,1,7,7,1,0.95,5.5,0.5,0.5,0.0,0.0,0.3,6.8,2,1,0.0
2,2020-01-01T00:15:02.000,2020-01-01T00:20:08.000,1,49,97,1,0.94,5.5,0.5,0.5,0.0,0.0,0.3,6.8,2,1,0.0
2,2020-01-01T00:27:44.000,2020-01-01T00:33:24.000,1,181,17,1,1.49,6.5,0.5,0.5,1.56,0.0,0.3,9.36,1,1,0.0
2,2019-12-31T23:59:39.000,2020-01-01T00:06:24.000,1,179,179,1,1.01,6.5,0.5,0.5,0.0,0.0,0.3,7.8,2,1,0.0
2,2020-01-01T00:16:14.000,2020-01-01T00:34:58.000,1,7,102,1,10.23,29.5,0.5,0.5,0.0,0.0,0.3,30.8,2,1,0.0
2,2020-01-01T00:13:40.000,2020-01-01T00:18:21.000,1,74,141,1,1.82,7.0,0.5,0.5,0.0,0.0,0.3,11.05,1,1,2.75
2,2020-01-01T00:06:41.000,2020-01-01T00:45:33.000,5,225,55,1,15.81,39.51,0.0,0.0,0.0,0.0,0.3,39.81,2,1,0.0
2,2020-01-01T00:10:26.000,2020-01-01T00:13:10.000,1,116,152,1,0.39,4.0,0.5,0.5,0.0,0.0,0.3,5.3,2,1,0.0
2,2020-01-01T00:32:33.000,2020-01-01T00:53:18.000,1,116,152,1,1.67,13.5,0.5,0.5,0.0,0.0,0.3,14.8,2,1,0.0
2,2020-01-01T00:58:10.000,2020-01-01T01:35:48.000,1,116,37,1,14.27,42.5,0.5,0.5,8.0,6.12,0.3,57.92,1,1,0.0
2,2020-01-01T00:48:30.000,2020-01-01T01:00:44.000,1,260,95,1,2.87,12.0,0.5,0.5,0.0,0.0,0.3,13.3,2,1,0.0
2,2019-12-31T23:59:13.000,2020-01-01T00:09:16.000,1,41,239,1,2.05,9.5,0.5,0.5,0.0,0.0,0.3,13.55,2,1,2.75
2,2020-01-01T00:21:40.000,2020-01-01T00:45:59.000,1,24,113,1,6.58,23.5,0.5,0.5,4.13,0.0,0.3,31.68,1,1,2.75
2,2020-01-01T00:50:42.000,2020-01-01T01:06:09.000,1,41,220,1,6.54,20.0,0.5,0.5,6.02,2.8,0.3,30.12,1,1,0.0
2,2020-01-01T00:27:48.000,2020-01-01T00:42:00.000,1,255,223,1,6.19,19.0,0.5,0.5,4.06,0.0,0.3,24.36,1,1,0.0
2,2020-01-01T00:38:30.000,2020-01-01T23:25:23.000,1,243,244,1,0.93,5.5,0.5,0.5,1.36,0.0,0.3,8.16,1,1,0.0
2,2020-01-01T00:46:25.000,2020-01-01T00:56:49.000,1,244,42,1,2.02,9.5,0.5,0.5,0.0,0.0,0.3,10.8,2,1,0.0
2,2020-01-01T00:55:18.000,2020-01-01T01:03:45.000,1,243,244,1,1.29,7.5,0.5,0.5,0.0,0.0,0.3,8.8,2,1,0.0
1,2020-01-01T00:08:45.000,2020-01-01T00:10:22.000,1,41,41,1,0.3,3.5,0.5,0.5,0.0,0.0,0.3,4.8,2,1,0.0
1,2020-01-01T00:15:39.000,2020-01-01T00:27:55.000,1,41,159,1,2.5,11.0,0.5,0.5,0.0,0.0,0.3,12.3,2,1,0.0
1,2020-01-01T00:35:03.000,2020-01-01T00:50:42.000,1,159,78,1,2.7,12.5,0.5,0.5,0.0,0.0,0.3,13.8,2,1,0.0
1,2020-01-01T00:23:09.000,2020-01-01T00:32:29.000,1,42,151,2,1.6,8.0,0.5,0.5,0.0,0.0,0.3,9.3,1,1,0.0
1,2020-01-01T00:37:55.000,2020-01-01T01:07:28.000,1,41,254,2,10.4,32.0,0.5,0.5,0.0,0.0,0.3,33.3,1,1,0.0
1,2020-01-01T00:23:42.000,2020-01-01T00:48:02.000,1,92,51,1,0.0,26.2,0.0,0.5,0.0,6.12,0.3,33.12,1,1,0.0
1,2020-01-01T00:52:33.000,2020-01-01T01:11:28.000,1,167,182,1,3.7,15.0,0.5,0.5,0.0,0.0,0.3,16.3,1,1,0.0
2,2020-01-01T00:12:44.000,2020-01-01T00:23:24.000,5,59,136,1,3.72,15.0,0.0,0.0,0.0,0.0,0.0,15.0,2,2,0.0
2,2020-01-01T00:23:46.000,2020-01-01T00:45:06.000,1,112,17,1,2.78,14.5,0.5,0.5,4.74,0.0,0.3,20.54,1,1,0.0
2,2020-01-01T00:35:25.000,2020-01-01T00:46:22.000,1,7,145,1,1.71,9.0,0.5,0.5,2.06,0.0,0.3,14.31,1,1,0.0
2,2020-01-01T00:48:03.000,2020-01-01T01:17:56.000,1,145,246,1,5.13,22.5,0.5,0.5,0.0,0.0,0.3,26.55,2,1,2.75
2,2020-01-01T00:19:52.000,2020-01-01T00:42:12.000,1,181,87,1,4.42,18.0,0.5,0.5,6.62,0.0,0.3,28.67,1,1,2.75
2,2020-01-01T00:16:43.000,2020-01-01T00:40:16.000,1,41,148,4,9.13,28.5,0.5,0.5,6.51,0.0,0.3,39.06,1,1,2.75
2,2020-01-01T00:14:31.000,2020-01-01T00:23:37.000,1,83,7,1,1.78,8.5,0.5,0.5,0.0,0.0,0.3,9.8,2,1,0.0
2,2020-01-01T00:31:57.000,2020-01-01T00:34:48.000,1,7,7,1,0.56,4.0,0.5,0.5,1.06,0.0,0.3,6.36,1,1,0.0
2,2020-01-01T00:17:48.000,2020-01-01T00:22:37.000,1,41,42,3,1.17,6.0,0.5,0.5,0.0,0.0,0.3,7.3,2,1,0.0
2,2020-01-01T00:26:09.000,2020-01-01T00:32:30.000,1,42,69,4,1.35,6.5,0.5,0.5,0.0,0.0,0.3,7.8,2,1,0.0
2,2020-01-01T00:39:14.000,2020-01-01T00:43:12.000,1,42,74,4,0.75,5.0,0.5,0.5,0.0,0.0,0.3,6.3,2,1,0.0
2,2020-01-01T00:47:16.000,2020-01-01T00:50:08.000,1,42,41,4,0.51,4.0,0.5,0.5,0.0,0.0,0.3,5.3,2,1,0.0
2,2020-01-01T00:35:38.000,2020-01-01T00:45:58.000,1,255,97,1,2.39,10.5,0.5,0.5,0.0,0.0,0.3,11.8,2,1,0.0
2,2020-01-01T00:47:59.000,2020-01-01T01:06:35.000,1,97,90,1,4.65,17.0,0.5,0.5,6.32,0.0,0.3,27.37,1,1,2.75
2,2020-01-01T00:10:40.000,2020-01-01T00:30:55.000,1,255,107,1,3.78,16.0,0.5,0.5,4.01,0.0,0.3,24.06,1,1,2.75
2,2020-01-01T00:45:11.000,2020-01-01T01:07:58.000,1,256,188,1,4.48,18.0,0.5,0.5,3.86,0.0,0.3,23.16,1,1,0.0
2,2020-01-01T00:40:19.000,2020-01-01T00:49:19.000,1,181,33,1,1.28,8.0,0.5,0.5,20.0,0.0,0.3,29.3,1,1,0.0
2,2020-01-01T00:52:52.000,2020-01-01T01:06:45.000,1,33,256,1,4.18,15.5,0.5,0.5,5.04,0.0,0.3,21.84,1,1,0.0
2,2020-01-01T00:31:33.000,2020-01-01T00:41:11.000,1,166,74,1,1.37,8.0,0.5,0.5,0.0,0.0,0.3,9.3,2,1,0.0
2,2020-01-01T00:48:36.000,2020-01-01T00:55:48.000,1,41,152,1,1.37,7.0,0.5,0.5,0.0,0.0,0.3,8.3,2,1,0.0
2,2020-01-01T00:58:35.000,2020-01-01T01:09:54.000,1,166,74,1,1.97,9.5,0.5,0.5,0.0,0.0,0.3,10.8,2,1,0.0
1,2020-01-01T00:07:31.000,2020-01-01T00:27:08.000,1,189,37,1,4.0,16.5,0.5,0.5,0.0,0.0,0.3,17.8,2,1,0.0
1,2020-01-01T00:34:02.000,2020-01-01T00:50:17.000,1,17,37,1,3.0,13.0,0.5,0.5,0.0,0.0,0.3,14.3,2,1,0.0
2,2020-01-01T00:16:51.000,2020-01-01T00:36:21.000,1,116,126,2,3.03,15.0,0.5,0.5,0.0,0.0,0.3,16.3,2,1,0.0
1,2020-01-01T00:21:25.000,2020-01-01T00:31:38.000,1,160,95,1,2.3,10.0,0.5,0.5,0.0,0.0,0.3,11.3,2,1,0.0
2,2020-01-01T00:42:48.000,2020-01-01T00:47:00.000,1,225,17,1,1.03,5.5,0.5,0.5,1.7,0.0,0.3,8.5,1,1,0.0
2,2020-01-01T00:50:23.000,2020-01-01T01:04:34.000,1,49,33,1,2.9,12.0,0.5,0.5,0.0,0.0,0.3,13.3,2,1,0.0
1,2020-01-01T00:21:22.000,2020-01-01T00:37:05.000,1,97,256,1,4.0,15.5,0.5,0.5,3.35,0.0,0.3,20.15,1,1,0.0
1,2020-01-01T00:40:47.000,2020-01-01T00:44:21.000,1,255,80,3,0.5,4.5,0.5,0.5,1.16,0.0,0.3,6.96,1,1,0.0
1,2020-01-01T00:47:27.000,2020-01-01T01:05:04.000,1,256,7,1,6.7,21.5,0.5,0.5,2.0,0.0,0.3,24.8,1,1,0.0
2,2020-01-01T00:05:44.000,2020-01-01T00:20:23.000,1,112,95,1,6.05,19.5,0.5,0.5,4.16,0.0,0.3,24.96,1,1,0.0
2,2020-01-01T00:50:39.000,2020-01-01T01:06:53.000,1,255,37,1,2.34,12.0,0.5,0.5,2.66,0.0,0.3,15.96,1,1,0.0
2,2020-01-01T00:21:50.000,2020-01-01T00:25:25.000,1,42,42,3,0.72,4.5,0.5,0.5,0.0,0.0,0.3,5.8,2,1,0.0
2,2020-01-01T00:29:03.000,2020-01-01T00:35:38.000,1,42,42,2,1.42,7.0,0.5,0.5,0.0,0.0,0.3,8.3,1,1,0.0
2,2020-01-01T00:09:23.000,2020-01-01T00:17:31.000,1,49,61,1,1.73,8.0,0.5,0.5,1.86,0.0,0.3,11.16,1,1,0.0
2,2020-01-01T00:13:18.000,2020-01-01T00:21:21.000,1,55,210,1,2.51,9.0,0.5,0.5,2.06,0.0,0.3,12.36,1,1,0.0
2,2020-01-01T00:06:40.000,2020-01-01T00:09:00.000,1,75,74,1,0.94,4.5,0.5,0.5,0.0,0.0,0.3,5.8,2,1,0.0
2,2020-01-01T00:10:04.000,2020-01-01T00:14:36.000,1,41,75,1,0.97,5.5,0.5,0.5,0.0,0.0,0.3,6.8,2,1,0.0
2,2020-01-01T00:17:23.000,2020-01-01T00:27:52.000,1,75,42,1,2.43,10.0,0.5,0.5,0.0,0.0,0.3,11.3,2,1,0.0
2,2020-01-01T00:31:37.000,2020-01-01T00:41:46.000,1,42,116,1,1.64,8.5,0.5,0.5,2.94,0.0,0.3,12.74,1,1,0.0
2,2020-01-01T00:47:18.000,2020-01-01T00:54:26.000,1,152,244,1,2.69,9.5,0.5,0.5,2.16,0.0,0.3,12.96,1,1,0.0
2,2020-01-01T00:55:35.000,2020-01-01T00:57:15.000,1,244,244,1,0.28,3.5,0.5,0.5,0.0,0.0,0.3,4.8,2,1,0.0
2,2020-01-01T01:00:46.000,2020-01-01T01:03:05.000,1,244,244,1,0.24,3.5,0.5,0.5,0.0,0.0,0.3,4.8,2,1,0.0
2,2020-01-01T00:24:05.000,2020-01-01T00:45:38.000,1,41,74,1,4.29,17.0,0.5,0.5,0.0,0.0,0.3,18.3,2,1,0.0
1,2020-01-01T00:14:46.000,2020-01-01T00:25:07.000,1,52,181,1,1.9,9.0,0.5,0.5,2.55,0.0,0.3,12.85,1,1,0.0
1,2020-01-01T00:27:16.000,2020-01-01T00:44:32.000,1,181,65,1,1.8,11.5,0.5,0.5,0.0,0.0,0.3,12.8,2,1,0.0
1,2020-01-01T00:51:51.000,2020-01-01T01:10:51.000,1,97,255,1,3.4,14.5,0.5,0.5,0.0,0.0,0.3,15.8,2,1,0.0
1,2020-01-01T00:15:29.000,2020-01-01T00:28:00.000,1,75,141,1,2.4,10.5,3.25,0.5,1.0,0.0,0.3,15.55,1,1,2.75
1,2020-01-01T00:38:30.000,2020-01-01T00:53:37.000,1,75,229,1,2.7,12.0,3.25,0.5,0.0,0.0,0.3,16.05,2,1,2.75
2,2020-01-01T00:52:51.000,2020-01-01T00:54:17.000,5,36,36,1,0.0,50.0,0.0,0.0,20.0,0.0,0.3,70.3,1,2,0.0
2,2020-01-01T00:37:21.000,2020-01-01T00:37:40.000,1,82,82,1,0.1,2.5,0.5,0.5,0.0,0.0,0.3,3.8,2,1,0.0
2,2020-01-01T00:17:26.000,2020-01-01T00:27:40.000,1,42,41,1,1.36,8.5,0.5,0.5,0.0,0.0,0.3,9.8,2,1,0.0
2,2020-01-01T00:29:09.000,2020-01-01T00:49:43.000,1,41,235,1,3.76,16.0,0.5,0.5,0.0,0.0,0.3,17.3,2,1,0.0
2,2020-01-01T00:19:27.000,2020-01-01T00:38:19.000,1,41,143,1,5.14,18.5,0.5,0.5,2.0,0.0,0.3,24.55,1,1,2.75
2,2020-01-01T00:04:50.000,2020-01-01T00:20:35.000,1,25,17,1,3.16,13.5,0.5,0.5,0.0,0.0,0.3,14.8,2,1,0.0
2,2020-01-01T00:37:53.000,2020-01-01T00:51:29.000,1,97,79,1,3.26,13.0,0.5,0.5,0.0,0.0,0.3,17.05,2,1,2.75
2,2020-01-01T00:59:14.000,2020-01-01T01:45:48.000,1,256,129,1,10.95,33.0,0.5,0.5,0.0,0.0,0.3,34.3,2,1,0.0
1,2020-01-01T00:59:38.000,2020-01-01T01:17:38.000,1,257,22,1,4.3,16.5,0.5,0.5,0.0,0.0,0.3,17.8,2,1,0.0
2,2020-01-01T00:45:30.000,2020-01-01T01:08:49.000,1,181,256,1,3.5,17.5,0.5,0.5,5.64,0.0,0.3,24.44,1,1,0.0
2,2020-01-01T00:05:40.000,2020-01-01T00:12:06.000,1,75,75,1,0.95,6.0,0.5,0.5,0.0,0.0,0.3,7.3,2,1,0.0
2,2020-01-01T00:33:30.000,2020-01-01T00:46:22.000,1,41,262,1,2.64,11.0,0.5,0.5,3.01,0.0,0.3,18.06,1,1,2.75
1,2020-01-01T00:17:04.000,2020-01-01T00:21:00.000,1,112,112,1,0.9,5.0,0.5,0.5,5.0,0.0,0.3,11.3,1,1,0.0
1,2020-01-01T00:34:36.000,2020-01-01T00:58:26.000,1,256,246,1,5.2,20.0,3.25,0.5,4.8,0.0,0.3,28.85,1,1,2.75
2,2020-01-01T00:37:12.000,2020-01-01T00:44:30.000,1,255,112,1,1.24,7.0,0.5,0.5,2.08,0.0,0.3,10.38,1,1,0.0
2,2020-01-01T00:58:34.000,2020-01-01T01:20:55.000,1,255,65,1,3.39,15.5,0.5,0.5,0.0,0.0,0.3,16.8,2,1,0.0
1,2020-01-01T00:43:43.000,2020-01-01T01:14:39.000,1,37,150,1,0.0,28.2,0.0,0.5,0.0,0.0,0.3,29.0,1,1,0.0
2,2020-01-01T00:16:20.000,2020-01-01T00:31:25.000,1,112,87,3,5.72,18.5,0.5,0.5,4.0,0.0,0.3,26.55,1,1,2.75
2,2020-01-01T00:22:39.000,2020-01-01T00:54:49.000,1,41,79,1,8.76,29.5,0.5,0.5,0.0,0.0,0.3,33.55,2,1,2.75
2,2020-01-01T00:10:05.000,2020-01-01T00:15:02.000,1,74,263,1,1.63,6.5,0.5,0.5,0.0,0.0,0.3,10.55,2,1,2.75
2,2020-01-01T00:28:07.000,2020-01-01T00:42:19.000,1,75,42,1,2.92,12.0,0.5,0.5,0.0,0.0,0.3,13.3,2,1,0.0
2,2020-01-01T00:45:42.000,2020-01-01T00:50:00.000,1,42,41,1,0.81,5.5,0.5,0.5,0.0,0.0,0.3,6.8,2,1,0.0
2,2020-01-01T00:50:55.000,2020-01-01T00:58:01.000,1,41,42,1,1.42,7.0,0.5,0.5,0.0,0.0,0.3,8.3,2,1,0.0
1,2020-01-01T00:47:50.000,2020-01-01T00:54:50.000,1,129,129,1,1.2,7.0,0.5,0.5,1.65,0.0,0.3,9.95,1,1,0.0
2,2020-01-01T00:24:23.000,2020-01-01T00:31:01.000,1,74,74,1,0.82,6.0,0.5,0.5,0.0,0.0,0.3,7.3,2,1,0.0
2,2020-01-01T00:44:59.000,2020-01-01T00:51:31.000,1,74,152,1,1.17,6.5,0.5,0.5,0.0,0.0,0.3,7.8,2,1,0.0
2,2020-01-01T00:55:15.000,2020-01-01T01:16:29.000,1,166,161,1,6.2,22.0,0.5,0.5,0.0,0.0,0.3,26.05,2,1,2.75
2,2020-01-01T00:45:58.000,2020-01-01T00:57:37.000,1,145,179,6,2.56,11.0,0.5,0.5,0.0,0.0,0.3,12.3,2,1,0.0
2,2020-01-01T00:23:05.000,2020-01-01T00:32:14.000,1,65,181,1,1.57,8.5,0.5,0.5,0.0,0.0,0.3,9.8,2,1,0.0
