vendorid,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,ratecodeid,pulocationid,dolocationid,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge
2,2021-01-02T09:48:46.000,2021-01-02T09:58:24.000,N,1,74,24,1,1.83,9,0,0.5,2.45,0,0.3,12.25,1,1,0
1,2021-01-02T09:42:56.000,2021-01-02T09:52:29.000,N,1,116,238,1,3.40,12.5,2.75,0.5,2.2,0,0.3,18.25,1,1,2.75
2,2021-01-02T09:14:01.000,2021-01-02T09:18:24.000,N,1,74,75,1,1.06,5.5,0,0.5,1.58,0,0.3,7.88,1,1,0
2,2021-01-02T10:12:22.000,2021-01-02T10:46:36.000,N,1,119,142,1,7.95,31,0,0.5,2.75,0,0.3,34.55,1,1,0
2,2021-01-02T09:49:29.000,2021-01-02T09:55:16.000,N,1,74,75,1,1.53,6.5,0,0.5,0,0,0.3,7.3,2,1,0
2,2021-01-02T09:36:18.000,2021-01-02T09:43:35.000,N,1,41,239,1,1.88,8.5,0,0.5,3.01,0,0.3,15.06,1,1,2.75
2,2021-01-02T09:06:53.000,2021-01-02T09:21:09.000,N,1,244,220,1,3.32,13,0,0.5,0,0,0.3,13.8,2,1,0
2,2021-01-02T10:13:19.000,2021-01-02T10:31:13.000,N,1,74,234,1,6.92,22,0,0.5,0,0,0.3,25.55,2,1,2.75
2,2021-01-02T09:48:44.000,2021-01-02T09:56:18.000,N,1,166,42,1,1.52,8,0,0.5,0,0,0.3,8.8,1,1,0
2,2021-01-02T09:10:11.000,2021-01-02T09:23:53.000,N,1,75,119,2,5.58,18,0,0.5,0,0,0.3,18.8,2,1,0
2,2021-01-02T09:40:52.000,2021-01-02T09:52:46.000,N,1,42,140,2,5.74,18,0,0.5,0,0,0.3,21.55,2,1,2.75
2,2021-01-02T09:48:09.000,2021-01-02T09:52:56.000,N,1,116,152,1,0.85,5.5,0,0.5,5,0,0.3,11.3,1,1,0
2,2021-01-02T10:57:27.000,2021-01-02T10:59:05.000,N,1,193,193,1,0.00,3,0,0.5,0.08,0,0.3,3.88,1,1,0
2,2021-01-02T10:56:03.000,2021-01-02T11:13:07.000,N,1,25,228,1,3.37,15,0,0.5,0,0,0.3,15.8,2,1,0
2,2021-01-02T10:11:34.000,2021-01-02T10:12:47.000,N,5,193,193,1,0.00,13.86,0,0,3.16,0,0.3,17.32,1,1,0
2,2021-01-02T10:13:03.000,2021-01-02T10:13:15.000,N,1,193,193,1,0.00,-2.5,0,-0.5,0,0,-0.3,-3.3,3,1,0
2,2021-01-02T10:13:03.000,2021-01-02T10:13:15.000,N,1,193,193,1,0.00,2.5,0,0.5,0,0,0.3,3.3,2,1,0
2,2021-01-02T10:25:55.000,2021-01-02T10:30:46.000,N,1,41,74,1,1.01,6,0,0.5,0,0,0.3,6.8,1,1,0
2,2021-01-02T10:36:46.000,2021-01-02T10:40:46.000,N,1,7,7,1,0.84,5,0,0.5,0,0,0.3,5.8,2,1,0
2,2021-01-02T10:15:47.000,2021-01-02T10:16:06.000,N,5,74,74,1,0.00,33,0,0,1.08,0,0.3,34.38,1,2,0
2,2021-01-02T10:30:56.000,2021-01-02T10:43:56.000,N,1,116,248,1,5.97,18.5,0,0.5,0,0,0.3,19.3,2,1,0
1,2021-01-02T10:17:55.000,2021-01-02T10:27:50.000,N,1,116,239,1,3.20,12,2.75,0.5,10,0,0.3,25.55,1,1,2.75
2,2021-01-02T10:25:54.000,2021-01-02T10:28:38.000,N,1,75,75,1,0.58,4,0,0.5,0,0,0.3,4.8,2,1,0
2,2021-01-02T10:35:08.000,2021-01-02T10:56:20.000,N,1,74,248,1,5.81,21,0,0.5,0,0,0.3,21.8,2,1,0
2,2021-01-02T10:02:55.000,2021-01-02T10:30:51.000,N,1,74,249,4,8.15,27,0,0.5,6.11,0,0.3,36.66,1,1,2.75
2,2021-01-02T10:57:16.000,2021-01-02T11:04:12.000,N,1,130,10,1,1.66,7,0,0.5,2,0,0.3,9.8,1,1,0
2,2021-01-02T10:09:27.000,2021-01-02T11:48:52.000,N,1,61,177,1,10.20,63,0,0.5,2.75,0,0.3,66.55,1,1,0
2,2021-01-02T10:32:30.000,2021-01-02T10:37:52.000,N,1,130,130,1,1.28,6.5,0,0.5,0,0,0.3,7.3,2,1,0
2,2021-01-02T10:02:53.000,2021-01-02T10:11:00.000,N,1,135,28,1,1.40,8,0,0.5,0,0,0.3,8.8,2,1,0
2,2021-01-02T11:01:06.000,2021-01-02T11:04:48.000,N,1,244,243,1,0.67,5,0,0.5,2,0,0.3,7.8,1,1,0
2,2021-01-02T10:15:45.000,2021-01-02T10:17:45.000,N,1,74,74,1,0.49,3.5,0,0.5,0,0,0.3,4.3,2,1,0
2,2021-01-02T10:50:22.000,2021-01-02T11:07:11.000,N,1,41,143,1,5.32,18.5,0,0.5,0,0,0.3,22.05,2,1,2.75
2,2021-01-02T10:36:10.000,2021-01-02T10:45:43.000,N,1,24,74,1,1.92,9,0,0.5,0,0,0.3,9.8,2,1,0
2,2021-01-02T10:25:41.000,2021-01-02T10:26:53.000,N,5,95,95,1,0.37,10,0,0,0,0,0.3,10.3,1,2,0
2,2021-01-02T10:20:15.000,2021-01-02T10:25:07.000,N,1,41,74,1,0.85,5.5,0,0.5,2,0,0.3,8.3,1,1,0
2,2021-01-02T10:55:10.000,2021-01-02T11:10:08.000,N,1,195,181,1,2.73,12,0,0.5,0,0,0.3,12.8,2,1,0
2,2021-01-02T10:00:54.000,2021-01-02T10:21:32.000,N,1,74,265,1,9.95,28.5,0,0.5,0,0,0.3,29.3,2,1,0
2,2021-01-02T10:48:54.000,2021-01-02T10:53:10.000,N,1,74,74,1,0.58,4.5,0,0.5,0,0,0.3,5.3,2,1,0
2,2021-01-02T10:10:54.000,2021-01-02T10:16:00.000,N,1,65,189,1,0.96,6,0,0.5,2.04,0,0.3,8.84,1,1,0
2,2021-01-02T10:58:03.000,2021-01-02T11:07:25.000,N,1,65,61,1,1.85,8.5,0,0.5,1.86,0,0.3,11.16,1,1,0
2,2021-01-02T10:22:55.000,2021-01-02T10:26:15.000,N,1,166,166,1,0.63,4.5,0,0.5,0,0,0.3,5.3,2,1,0
2,2021-01-02T10:56:05.000,2021-01-02T11:15:17.000,N,1,42,166,1,1.68,13.5,0,0.5,0,0,0.3,14.3,2,1,0
2,2021-01-02T10:30:55.000,2021-01-02T10:31:01.000,N,5,74,74,2,0.00,9,0,0,1,0,0.3,10.3,1,2,0
2,2021-01-02T10:59:35.000,2021-01-02T11:08:21.000,N,1,74,168,1,2.10,9,0,0.5,0,0,0.3,9.8,2,1,0
1,2021-01-02T10:38:40.000,2021-01-02T10:54:40.000,N,1,116,142,1,4.20,15,2.75,0.5,3.7,0,0.3,22.25,1,1,2.75
1,2021-01-02T10:05:16.000,2021-01-02T10:10:29.000,N,1,17,61,0,0.70,5.5,0,0.5,0,0,0.3,6.3,2,1,0
1,2021-01-02T10:16:11.000,2021-01-02T10:21:11.000,N,1,61,49,0,0.80,5.5,0,0.5,0,0,0.3,6.3,2,1,0
2,2021-01-02T10:42:09.000,2021-01-02T12:25:45.000,N,1,136,69,1,8.96,61,0,0.5,2.75,0,0.3,64.55,1,1,0
2,2021-01-02T10:56:50.000,2021-01-02T11:03:53.000,N,1,41,151,1,1.46,7.5,0,0.5,1.66,0,0.3,9.96,1,1,0
2,2021-01-02T10:09:52.000,2021-01-02T10:44:39.000,N,1,7,134,1,7.67,29,0,0.5,0,0,0.3,29.8,2,1,0
2,2021-01-02T10:10:25.000,2021-01-02T10:42:11.000,N,1,97,75,1,14.06,41,0,0.5,2.75,6.12,0.3,50.67,1,1,0
2,2021-01-02T10:53:02.000,2021-01-02T11:01:43.000,N,1,116,41,1,1.71,8.5,0,0.5,0,0,0.3,9.3,2,1,0
2,2021-01-02T10:58:08.000,2021-01-02T11:02:43.000,N,1,52,40,1,1.04,5.5,0,0.5,1.89,0,0.3,8.19,1,1,0
2,2021-01-02T10:09:12.000,2021-01-02T10:17:17.000,N,1,65,49,1,1.41,7.5,0,0.5,1.66,0,0.3,9.96,1,1,0
2,2021-01-02T10:53:42.000,2021-01-02T11:09:11.000,N,1,65,228,1,2.94,13,0,0.5,3.45,0,0.3,17.25,1,1,0
2,2021-01-02T10:40:44.000,2021-01-02T10:41:39.000,N,1,75,74,1,0.37,3,0,0.5,0,0,0.3,3.8,1,1,0
2,2021-01-02T10:59:46.000,2021-01-02T11:06:53.000,N,1,41,238,1,1.31,7.5,0,0.5,1.15,0,0.3,9.45,1,1,0
2,2021-01-02T09:57:21.000,2021-01-02T10:13:39.000,N,1,169,168,1,3.91,15,0,0.5,0,0,0.3,15.8,2,1,0
2,2021-01-02T10:40:01.000,2021-01-02T10:53:58.000,N,1,244,238,5,4.72,16,0,0.5,0,0,0.3,19.55,2,1,2.75
1,2021-01-02T10:11:08.000,2021-01-02T10:22:42.000,N,1,95,56,1,2.60,10.5,0,0.5,0,0,0.3,11.3,2,1,0
1,2021-01-02T10:55:07.000,2021-01-02T11:04:25.000,N,1,95,95,1,1.20,8,0,0.5,0,0,0.3,8.8,2,1,0
2,2021-01-02T10:01:45.000,2021-01-02T10:11:08.000,N,1,74,229,1,3.67,12.5,0,0.5,3.21,0,0.3,19.26,1,1,2.75
2,2021-01-02T10:44:21.000,2021-01-02T10:46:49.000,N,1,42,42,1,0.00,3.5,0,0.5,0,0,0.3,4.3,2,1,0
2,2021-01-02T10:32:35.000,2021-01-02T10:45:07.000,N,1,95,102,1,2.69,11,0,0.5,0,0,0.3,11.8,2,1,0
2,2021-01-02T10:21:14.000,2021-01-02T10:52:57.000,N,1,146,197,1,12.95,40,0,0.5,0,0,0.3,43.55,2,1,2.75
2,2021-01-02T10:29:41.000,2021-01-02T10:36:18.000,N,1,52,33,1,0.93,6.5,0,0.5,2.19,0,0.3,9.49,1,1,0
2,2021-01-02T10:41:27.000,2021-01-02T10:49:11.000,N,1,260,82,6,1.22,7,0,0.5,0,0,0.3,7.8,2,1,0
2,2021-01-02T10:44:16.000,2021-01-02T10:47:20.000,N,1,65,65,1,0.44,4,0,0.5,0,0,0.3,4.8,2,1,0
2,2021-01-02T10:18:54.000,2021-01-02T10:33:17.000,N,1,74,163,1,3.73,13.5,0,0.5,4.26,0,0.3,21.31,1,1,2.75
2,2021-01-02T10:18:04.000,2021-01-02T10:35:02.000,N,1,244,75,1,3.60,15,0,0.5,1,0,0.3,16.8,1,1,0
1,2021-01-02T10:37:25.000,2021-01-02T10:45:50.000,N,1,152,238,1,2.10,9.5,0,0.5,2.05,0,0.3,12.35,1,1,0
2,2021-01-02T10:15:46.000,2021-01-02T10:22:55.000,N,1,41,166,1,1.08,6.5,0,0.5,0,0,0.3,7.3,2,1,0
2,2021-01-02T10:51:54.000,2021-01-02T10:58:50.000,N,1,74,236,1,2.16,8,0,0.5,0,0,0.3,11.55,2,1,2.75
2,2021-01-02T10:36:06.000,2021-01-02T10:46:16.000,N,1,130,191,1,1.74,9,0,0.5,0,0,0.3,9.8,2,1,0
2,2021-01-02T10:36:12.000,2021-01-02T10:43:59.000,N,1,41,159,2,1.71,8,0,0.5,0,0,0.3,8.8,2,1,0
2,2021-01-02T10:59:08.000,2021-01-02T11:35:47.000,N,2,43,132,2,22.88,52,0,0.5,11.78,6.12,0.3,70.7,1,1,0
2,2021-01-02T10:24:57.000,2021-01-02T10:29:35.000,N,1,95,95,1,1.09,5.5,0,0.5,0,0,0.3,6.3,2,1,0
2,2021-01-02T10:55:03.000,2021-01-02T11:04:23.000,N,1,95,196,1,1.63,8,0,0.5,0,0,0.3,8.8,2,1,0
2,2021-01-02T10:47:10.000,2021-01-02T11:07:35.000,N,1,244,249,1,9.99,29.5,0,0.5,10,0,0.3,43.05,1,1,2.75
2,2021-01-02T11:30:09.000,2021-01-02T11:39:47.000,N,1,7,223,1,2.04,9,0,0.5,0,0,0.3,9.8,2,1,0
1,2021-01-02T11:32:14.000,2021-01-02T11:42:00.000,N,1,74,263,1,2.30,10,2.75,0.5,3.35,0,0.3,16.9,1,1,2.75
2,2021-01-02T11:46:25.000,2021-01-02T12:13:21.000,N,1,169,159,2,3.28,19,0,0.5,2.75,0,0.3,22.55,1,1,0
2,2021-01-02T11:58:42.000,2021-01-02T12:17:29.000,N,1,244,100,1,7.49,24,0,0.5,5.51,0,0.3,33.06,1,1,2.75
2,2021-01-02T11:48:32.000,2021-01-02T11:48:40.000,N,1,74,74,1,0.04,2.5,0,0.5,0,0,0.3,3.3,2,1,0
2,2021-01-02T11:02:05.000,2021-01-02T11:11:00.000,N,1,65,189,1,1.61,8.5,0,0.5,1.86,0,0.3,11.16,1,1,0
2,2021-01-02T11:23:22.000,2021-01-02T11:26:53.000,N,1,65,25,1,0.59,4.5,0,0.5,0,0,0.3,5.3,2,1,0
2,2021-01-02T11:23:19.000,2021-01-02T11:37:31.000,N,1,94,119,1,2.43,11.5,0,0.5,0,0,0.3,12.3,1,1,0
2,2021-01-02T11:43:12.000,2021-01-02T11:58:00.000,N,1,193,100,2,3.99,14.5,0,0.5,0,0,0.3,18.05,2,1,2.75
2,2021-01-02T11:39:12.000,2021-01-02T11:50:40.000,N,1,25,79,1,3.10,12,0,0.5,3.11,0,0.3,18.66,1,1,2.75
2,2021-01-02T11:30:02.000,2021-01-03T09:40:02.000,N,1,166,41,1,0.87,15.5,0,0.5,0,0,0.3,16.3,2,1,0
2,2021-01-02T11:14:07.000,2021-01-02T11:50:55.000,N,1,119,227,1,18.93,52,0,0.5,2.75,0,0.3,55.55,1,1,0
2,2021-01-02T11:54:08.000,2021-01-02T12:28:51.000,N,1,227,197,1,24.01,65,0,0.5,2.75,0,0.3,68.55,1,1,0
2,2021-01-02T11:11:27.000,2021-01-02T11:13:46.000,N,1,41,42,1,0.60,4,0,0.5,0,0,0.3,4.8,2,1,0
2,2021-01-02T11:33:00.000,2021-01-02T11:56:28.000,N,1,166,79,1,8.01,26,0,0.5,0,0,0.3,29.55,2,1,2.75
2,2021-01-02T11:30:47.000,2021-01-02T11:38:22.000,N,1,244,152,1,1.20,7,0,0.5,1.56,0,0.3,9.36,1,1,0
2,2021-01-02T11:48:49.000,2021-01-02T11:56:01.000,N,1,7,146,1,1.45,7,0,0.5,0,0,0.3,7.8,2,1,0
2,2021-01-02T11:59:48.000,2021-01-02T12:14:55.000,N,1,146,263,1,3.87,14.5,0,0.5,0,0,0.3,18.05,2,1,2.75
2,2021-01-02T11:06:18.000,2021-01-02T11:12:43.000,N,1,152,41,1,1.06,6.5,0,0.5,0,0,0.3,7.3,2,1,0
2,2021-01-02T11:48:04.000,2021-01-02T11:48:07.000,N,5,195,264,1,0.00,20,0,0,4.06,0,0.3,24.36,1,2,0
2,2021-01-02T11:54:40.000,2021-01-02T11:54:48.000,N,5,195,195,2,0.00,20,0,0,4.06,0,0.3,24.36,1,2,0
2,2021-01-02T11:55:39.000,2021-01-02T12:10:22.000,N,1,33,17,1,2.80,12.5,0,0.5,0,0,0.3,13.3,2,1,0
2,2021-01-02T11:53:45.000,2021-01-02T11:55:41.000,N,1,166,152,1,0.39,3.5,0,0.5,0,0,0.3,4.3,2,1,0
2,2021-01-02T11:19:47.000,2021-01-02T11:33:28.000,N,1,235,174,1,3.32,12,0,0.5,0,0,0.3,12.8,2,1,0
2,2021-01-02T11:31:48.000,2021-01-02T11:35:13.000,N,1,75,75,1,0.55,4.5,0,0.5,0,0,0.3,5.3,2,1,0
2,2021-01-02T11:05:42.000,2021-01-02T11:11:31.000,N,1,7,7,1,0.89,5.5,0,0.5,1.26,0,0.3,7.56,1,1,0
1,2021-01-02T11:13:00.000,2021-01-02T11:26:34.000,N,1,166,244,1,2.70,12,0,0.5,2,0,0.3,14.8,1,1,0
2,2021-01-02T11:36:41.000,2021-01-02T11:46:34.000,N,1,41,75,1,2.59,9.5,0,0.5,0,0,0.3,10.3,1,1,0
2,2021-01-02T11:46:32.000,2021-01-02T11:52:39.000,N,1,41,152,1,1.29,7,0,0.5,1.56,0,0.3,9.36,1,1,0
2,2021-01-02T11:36:26.000,2021-01-02T11:57:31.000,N,1,179,42,1,9.14,27.5,0,0.5,0,0,0.3,31.05,2,1,2.75
2,2021-01-02T11:51:05.000,2021-01-02T11:56:05.000,N,1,43,75,6,0.81,5.5,0,0.5,0,0,0.3,6.3,2,1,0
2,2021-01-02T11:22:22.000,2021-01-02T11:57:11.000,N,1,75,226,1,8.82,33.5,0,0.5,2.75,6.12,0.3,43.17,1,1,0
2,2021-01-02T11:25:53.000,2021-01-02T11:39:09.000,N,1,152,74,1,2.42,11.5,0,0.5,2.46,0,0.3,14.76,1,1,0
2,2021-01-02T11:50:22.000,2021-01-02T12:01:57.000,N,1,41,75,1,2.47,11,0,0.5,0,0,0.3,11.8,2,1,0
2,2021-01-02T11:15:10.000,2021-01-02T11:19:42.000,N,1,33,40,1,1.16,5.5,0,0.5,1.26,0,0.3,7.56,1,1,0
1,2021-01-02T11:10:16.000,2021-01-02T11:25:12.000,Y,1,226,137,1,4.80,16,2.75,0.5,0,0,0.3,19.55,2,1,2.75
1,2021-01-02T11:40:35.000,2021-01-02T12:00:52.000,Y,1,145,28,1,9.50,29,0,0.5,5.95,0,0.3,35.75,1,1,0
1,2021-01-02T11:34:28.000,2021-01-02T11:39:48.000,N,1,166,152,1,1.20,6.5,0,0.5,0,0,0.3,7.3,1,1,0
1,2021-01-02T11:46:12.000,2021-01-02T11:58:21.000,N,1,42,168,1,2.30,10.5,0,0.5,0,0,0.3,11.3,1,1,0
2,2021-01-02T11:32:23.000,2021-01-02T11:42:01.000,N,1,74,152,1,1.87,9,0,0.5,1.96,0,0.3,11.76,1,1,0
2,2021-01-02T11:40:09.000,2021-01-02T12:05:02.000,N,1,41,234,1,5.76,21,0,0.5,4.91,0,0.3,29.46,1,1,2.75
2,2021-01-02T11:51:59.000,2021-01-02T12:01:29.000,N,1,97,225,1,1.90,9,0,0.5,0,0,0.3,9.8,2,1,0
1,2021-01-02T11:08:44.000,2021-01-02T11:21:10.000,N,1,65,61,1,2.20,10.5,0,0.5,2,0,0.3,13.3,1,1,0
1,2021-01-02T11:51:34.000,2021-01-02T12:02:03.000,N,1,33,195,1,2.20,9.5,0,0.5,0,0,0.3,10.3,1,1,0
2,2021-01-02T11:24:55.000,2021-01-02T11:28:35.000,N,1,196,95,1,0.79,5,0,0.5,0.08,0,0.3,5.88,1,1,0
2,2021-01-02T10:34:55.000,2021-01-02T10:49:07.000,N,1,159,152,1,2.50,12,0,0.5,0,0,0.3,12.8,2,1,0
2,2021-01-02T09:31:43.000,2021-01-02T09:40:10.000,N,1,74,75,1,1.51,8,0,0.5,0,0,0.3,8.8,2,1,0
2,2021-01-02T11:23:16.000,2021-01-02T11:48:58.000,N,1,42,42,1,4.25,19,0,0.5,5.94,0,0.3,25.74,1,1,0
2,2021-01-02T11:58:13.000,2021-01-02T11:58:18.000,N,1,41,41,1,0.02,2.5,0,0.5,0,0,0.3,3.3,2,1,0
2,2021-01-02T11:43:12.000,2021-01-02T11:44:56.000,N,1,75,75,1,0.33,3.5,0,0.5,0,0,0.3,4.3,2,1,0
2,2021-01-02T11:52:52.000,2021-01-02T12:49:50.000,N,1,61,86,1,17.84,56.5,0,0.5,2.75,0,0.3,60.05,1,1,0
2,2021-01-02T11:54:29.000,2021-01-02T12:10:16.000,N,1,74,116,1,4.38,16.5,0,0.5,0,0,0.3,17.3,2,1,0
1,2021-01-02T11:59:30.000,2021-01-02T12:04:16.000,N,1,152,166,1,0.90,5.5,0,0.5,1,0,0.3,7.3,1,1,0
2,2021-01-02T11:32:04.000,2021-01-02T11:46:06.000,N,1,42,69,1,2.73,12,0,0.5,2.56,0,0.3,15.36,1,1,0
2,2021-01-02T11:27:18.000,2021-01-02T11:36:31.000,N,1,129,70,1,3.05,11.5,0,0.5,2.46,0,0.3,14.76,1,1,0
2,2021-01-02T11:46:09.000,2021-01-02T11:48:29.000,N,1,166,151,1,0.25,3.5,0,0.5,0,0,0.3,4.3,2,1,0
2,2021-01-02T11:52:11.000,2021-01-02T11:55:08.000,N,1,33,33,6,0.00,3.5,0,0.5,0,0,0.3,4.3,2,1,0
2,2021-01-02T11:13:34.000,2021-01-02T11:21:43.000,N,1,7,129,1,1.60,8,0,0.5,0,0,0.3,8.8,2,1,0
2,2021-01-02T11:59:05.000,2021-01-02T12:13:01.000,N,1,82,173,1,1.73,10,0,0.5,0,0,0.3,10.8,2,1,0
2,2021-01-02T12:10:27.000,2021-01-02T13:35:26.000,N,1,166,51,2,22.13,79,0,0.5,2.75,0,0.3,82.55,1,1,0
2,2021-01-02T11:27:22.000,2021-01-02T11:40:29.000,N,1,74,116,1,2.51,11,0,0.5,0,0,0.3,11.8,2,1,0
2,2021-01-02T11:43:21.000,2021-01-02T11:52:48.000,N,1,116,166,1,1.69,9,0,0.5,1.96,0,0.3,11.76,1,1,0
2,2021-01-02T11:18:47.000,2021-01-02T11:31:21.000,N,1,42,213,1,5.46,17.5,0,0.5,0,0,0.3,18.3,2,1,0
2,2021-01-02T11:03:22.000,2021-01-02T11:09:15.000,N,1,43,236,1,1.00,6,0,0.5,0,0,0.3,9.55,2,1,2.75
1,2021-01-02T11:11:40.000,2021-01-02T11:26:33.000,N,1,65,188,1,3.20,13.5,0.5,0.5,2.95,0,0.3,17.75,1,1,0
2,2021-01-02T11:42:03.000,2021-01-02T11:52:22.000,N,1,95,98,1,5.79,17.5,0,0.5,0,0,0.3,18.3,2,1,0
2,2021-01-02T11:49:29.000,2021-01-02T12:19:09.000,N,1,74,50,1,6.83,26,0,0.5,5.91,0,0.3,35.46,1,1,2.75
1,2021-01-02T12:33:48.000,2021-01-02T12:48:27.000,N,1,75,238,1,2.60,12.5,2.75,0.5,0,0,0.3,16.05,2,1,2.75
2,2021-01-02T12:34:48.000,2021-01-02T12:42:31.000,N,1,129,138,1,3.84,12.5,0,0.5,1,0,0.3,14.3,1,1,0
2,2021-01-02T12:44:19.000,2021-01-02T12:51:49.000,N,1,41,238,1,1.94,8,0,0.5,0,0,0.3,11.55,2,1,2.75
2,2021-01-02T12:24:11.000,2021-01-02T12:33:00.000,N,1,65,181,1,1.46,8,0,0.5,0,0,0.3,8.8,2,1,0
2,2021-01-02T12:24:43.000,2021-01-02T12:31:59.000,N,1,116,42,1,1.17,7,0,0.5,0,0,0.3,7.8,2,1,0
2,2021-01-02T12:16:39.000,2021-01-02T12:28:35.000,N,1,41,42,1,2.21,10.5,0,0.5,0,0,0.3,11.3,2,1,0
2,2021-01-02T12:13:16.000,2021-01-02T12:15:01.000,N,1,193,193,1,0.00,3,0,0.5,0.8,0,0.3,4.6,1,1,0
2,2021-01-02T12:48:49.000,2021-01-02T12:58:44.000,N,1,42,166,1,1.71,9,0,0.5,1.96,0,0.3,11.76,1,1,0
2,2021-01-02T12:36:19.000,2021-01-02T12:43:41.000,N,1,42,74,1,1.16,7,0,0.5,0,0,0.3,7.8,2,1,0
1,2021-01-02T12:01:32.000,2021-01-02T12:07:23.000,N,1,74,75,2,1.30,6.5,0,0.5,0.37,0,0.3,7.67,1,1,0
2,2021-01-02T12:24:46.000,2021-01-02T12:51:43.000,N,1,181,144,1,4.64,20.5,0,0.5,0,0,0.3,24.05,2,1,2.75
1,2021-01-02T12:52:32.000,2021-01-02T12:57:13.000,N,1,255,256,2,0.80,5,0,0.5,1.15,0,0.3,6.95,1,1,0
2,2021-01-02T12:39:28.000,2021-01-02T13:42:11.000,N,1,177,25,1,5.14,38.5,0,0.5,2.75,0,0.3,42.05,1,1,0
1,2021-01-02T12:26:26.000,2021-01-02T12:41:37.000,N,1,33,65,1,2.00,11.5,0,0.5,2.46,0,0.3,14.76,1,1,0
1,2021-01-02T12:24:45.000,2021-01-02T12:29:18.000,N,1,75,236,1,0.60,4.5,2.75,0.5,1,0,0.3,9.05,1,1,2.75
2,2021-01-02T12:35:44.000,2021-01-02T13:00:22.000,N,1,197,247,1,14.31,40.5,0,0.5,2.75,6.12,0.3,50.17,1,1,0
2,2021-01-02T12:58:36.000,2021-01-02T13:02:42.000,N,1,41,152,1,0.87,5,0,0.5,0,0,0.3,5.8,2,1,0
2,2021-01-02T12:22:10.000,2021-01-02T12:36:00.000,N,1,244,220,1,5.27,17.5,0,0.5,0,0,0.3,18.3,2,1,0
2,2021-01-02T12:50:56.000,2021-01-02T12:54:50.000,N,1,7,146,1,0.72,5,0,0.5,1.16,0,0.3,6.96,1,1,0
2,2021-01-02T12:33:25.000,2021-01-02T12:42:43.000,N,1,74,238,2,2.24,9.5,0,0.5,2,0,0.3,12.3,1,1,0
2,2021-01-02T12:32:18.000,2021-01-02T12:34:28.000,N,1,74,74,1,0.58,4,0,0.5,0,0,0.3,4.8,2,1,0
2,2021-01-02T12:04:31.000,2021-01-02T12:21:35.000,N,1,33,140,1,7.85,23.5,0,0.5,6.76,0,0.3,33.81,1,1,2.75
2,2021-01-02T12:18:10.000,2021-01-02T12:41:47.000,N,1,195,189,1,3.04,16.5,0,0.5,5.19,0,0.3,22.49,1,1,0
2,2021-01-02T12:44:41.000,2021-01-02T13:20:25.000,N,1,189,155,1,6.44,26,0,0.5,3,0,0.3,29.8,1,1,0
2,2021-01-02T12:47:57.000,2021-01-02T12:53:46.000,N,1,75,263,1,1.44,6.5,0,0.5,2.01,0,0.3,12.06,1,1,2.75
2,2021-01-02T12:13:44.000,2021-01-02T12:26:59.000,N,1,65,188,1,2.82,12,0,0.5,2.56,0,0.3,15.36,1,1,0
2,2021-01-02T12:03:18.000,2021-01-02T12:04:53.000,N,1,42,42,1,0.36,3.5,0,0.5,0.86,0,0.3,5.16,1,1,0
2,2021-01-02T12:31:28.000,2021-01-02T12:34:54.000,N,1,75,74,1,0.67,4.5,0,0.5,0,0,0.3,5.3,2,1,0
2,2021-01-02T12:46:17.000,2021-01-02T12:52:13.000,N,1,41,75,1,1.32,6.5,0,0.5,0,0,0.3,7.3,2,1,0
2,2021-01-02T12:28:31.000,2021-01-02T12:43:20.000,N,1,69,41,1,2.34,12,0,0.5,0,0,0.3,12.8,2,1,0
2,2021-01-02T12:45:08.000,2021-01-02T12:50:24.000,N,1,74,75,1,1.37,6,0,0.5,0,0,0.3,6.8,2,1,0
2,2021-01-02T12:02:56.000,2021-01-02T12:05:52.000,N,1,244,116,1,0.49,4,0,0.5,0,0,0.3,4.8,2,1,0
2,2021-01-02T12:22:00.000,2021-01-02T12:26:01.000,N,1,166,238,1,0.72,5,0,0.5,1.16,0,0.3,6.96,1,1,0
2,2021-01-02T12:41:17.000,2021-01-02T12:51:15.000,N,1,74,159,1,2.60,10,0,0.5,0,0,0.3,10.8,2,1,0
2,2021-01-02T12:40:00.000,2021-01-02T12:54:43.000,N,1,7,229,1,3.37,13.5,0,0.5,0,0,0.3,17.05,2,1,2.75
1,2021-01-02T12:43:38.000,2021-01-02T12:54:57.000,N,1,17,61,0,1.80,9,0,0.5,0,0,0.3,9.8,2,1,0
2,2021-01-02T12:04:40.000,2021-01-02T12:12:52.000,N,1,42,24,1,1.42,7.5,0,0.5,0,0,0.3,8.3,2,1,0
2,2021-01-02T12:21:00.000,2021-01-02T12:29:43.000,N,1,41,238,1,1.67,8.5,0,0.5,0,0,0.3,9.3,2,1,0
2,2021-01-02T12:21:33.000,2021-01-02T12:35:01.000,N,1,116,41,1,1.53,10.5,0,0.5,0,0,0.3,11.3,2,1,0
1,2021-01-02T12:41:19.000,2021-01-02T13:15:37.000,N,1,116,33,1,12.80,39.5,2.75,0.5,10.75,0,0.3,53.8,1,1,2.75
2,2021-01-02T12:31:08.000,2021-01-02T12:42:07.000,N,1,74,24,1,1.93,9.5,0,0.5,0,0,0.3,10.3,2,1,0
